cluster_id	protein name	centroid genome	centroid locus	role_ids	frameshift	E00001	E00002	E00003	E00004	E00005	E00031	E00032	E00033	E00034	E00035
159	hypothetical protein	E00001	LI62_RS00800			LI62_RS00800									
160	hypothetical protein	E00001	LI62_RS00805			LI62_RS00805									
161	hypothetical protein	E00001	LI62_RS00810			LI62_RS00810									
162	hypothetical protein	E00001	LI62_RS00815			LI62_RS00815									
163	hypothetical protein	E00001	LI62_RS00820			LI62_RS00820									
164	hypothetical protein	E00001	LI62_RS00825			LI62_RS00825									
165	hypothetical protein	E00001	LI62_RS00830			LI62_RS00830									
166	hypothetical protein	E00001	LI62_RS00835			LI62_RS00835									
167	sulfate transporter	E00001	LI62_RS00840			LI62_RS00840									
168	universal stress protein	E00001	LI62_RS00845			LI62_RS00845									
169	major facilitator transporter	E00001	LI62_RS00850			LI62_RS00850									
170	ArsR family transcriptional regulator	E00001	LI62_RS00855			LI62_RS00855		LI64_RS00520	LI65_RS25285						
171	NADPH-dependent FMN reductase	E00001	LI62_RS00860			LI62_RS00860		LI64_RS00525	LI65_RS25280						
172	RNA polymerase sigma 70	E00003	LI64_RS00530			LI62_RS00865		LI64_RS00530	LI65_RS25275						
173	arsenic resistance operon repressor	E00001	LI62_RS00870			LI62_RS00870		LI64_RS00535	LI65_RS25270						
174	arsenic ABC transporter ATPase	E00001	LI62_RS00875			LI62_RS00875		LI64_RS00540	LI65_RS25265						
175	phosphinothricin acetyltransferase	E00001	LI62_RS00880			LI62_RS00880		LI64_RS00545	LI65_RS25260						
176	arsenate reductase	E00001	LI62_RS00885			LI62_RS00885		LI64_RS00550	LI65_RS25235						
177	arsenical pump membrane protein	E00001	LI62_RS00890			LI62_RS00890		LI64_RS00555	LI65_RS25230						
178	arsenic ABC transporter ATPase	E00004	LI65_RS25225			LI62_RS00895		LI64_RS00560	LI65_RS25225						
179	arsenic resistance operon repressor	E00004	LI65_RS25220			LI62_RS00900		LI64_RS00565	LI65_RS25220						
180	arsenic resistance operon repressor	E00003	LI64_RS00570			LI62_RS00905		LI64_RS00570	LI65_RS25215						
181	chromosome segregation protein SMC	E00001	LI62_RS00910			LI62_RS00910		LI64_RS00575							
182	DNA helicase UvrD	E00001	LI62_RS00915			LI62_RS00915		LI64_RS00580							
183	integrase	E00001	LI62_RS00920			LI62_RS00920		LI64_RS00585							
184	transporter	E00003	LI64_RS00595			LI62_RS00930	LI63_RS23415	LI64_RS00595	LI65_RS01775	LI66_RS00515	SR65_RS06165	SR75_RS13835	SR76_RS17030	SR68_RS09535	SR69_RS10525
185	alpha-glucosidase	E00002	LI63_RS23410			LI62_RS00935	LI63_RS23410	LI64_RS00600	LI65_RS01770	LI66_RS00520	SR65_RS06170	SR75_RS13830	SR76_RS17025	SR68_RS09530	SR69_RS10520
186	hypothetical protein	E00002	LI63_RS23405			LI62_RS00940	LI63_RS23405	LI64_RS00605	LI65_RS01765	LI66_RS00525	SR65_RS06175	SR75_RS13825	SR76_RS17020	SR68_RS09525	SR69_RS10515
187	xanthine permease	E00002	LI63_RS23400			LI62_RS00945	LI63_RS23400		LI65_RS01760	LI66_RS00530	SR65_RS06180	SR75_RS13820	SR76_RS17015	SR68_RS09520	SR69_RS10510
188	sodium/glutamate symporter carrier protein	E00002	LI63_RS23395			LI62_RS00950	LI63_RS23395	LI64_RS00615	LI65_RS01755	LI66_RS00535	SR65_RS06185	SR75_RS13815	SR76_RS17010	SR68_RS09515	SR69_RS10505
189	ATP-dependent DNA helicase RecG	E00002	LI63_RS23390			LI62_RS00955	LI63_RS23390	LI64_RS00620	LI65_RS01750	LI66_RS00540	SR65_RS06190	SR75_RS13810	SR76_RS17005	SR68_RS09510	SR69_RS10500
190	tRNA methyltransferase	E00001	LI62_RS00960			LI62_RS00960	LI63_RS23385	LI64_RS00625	LI65_RS01745	LI66_RS00545	SR65_RS06195	SR75_RS13805	SR76_RS17000	SR68_RS09505	SR69_RS10495
191	"bifunctional (p)ppGpp synthetase II/ guanosine-3',5'-bis pyrophosphate 3'-pyrophosphohydrolase"	E00002	LI63_RS23380			LI62_RS00965	LI63_RS23380	LI64_RS00630	LI65_RS01740	LI66_RS00550	SR65_RS06200	SR75_RS13800	SR76_RS16995	SR68_RS09500	SR69_RS10490
192	DNA-directed RNA polymerase subunit omega	E00001	LI62_RS00970			LI62_RS00970	LI63_RS23375	LI64_RS00635	LI65_RS01735	LI66_RS00555	SR65_RS06205	SR75_RS13795	SR76_RS16990	SR68_RS09495	SR69_RS10485
193	guanylate kinase	E00001	LI62_RS00975			LI62_RS00975	LI63_RS23370	LI64_RS00640	LI65_RS01730	LI66_RS00560	SR65_RS06210	SR75_RS13790	SR76_RS16985	SR68_RS09490	SR69_RS10480
194	NAD-dependent DNA ligase LigB	E00002	LI63_RS23365			LI62_RS00980	LI63_RS23365	LI64_RS00645	LI65_RS01725	LI66_RS00565	SR65_RS06215	SR75_RS13785	SR76_RS16980	SR68_RS09485	SR69_RS10475
195	membrane protein	E00001	LI62_RS00985			LI62_RS00985	LI63_RS23360	LI64_RS00650	LI65_RS01720	LI66_RS00570		SR75_RS13780	SR76_RS16975	SR68_RS09480	SR69_RS10470
196	hypothetical protein	E00005	LI66_RS00575			LI62_RS00990	LI63_RS23355	LI64_RS00655	LI65_RS01715	LI66_RS00575		SR75_RS13775	SR76_RS16970	SR68_RS09475	SR69_RS10465
197	gramicidin synthase	E00002	LI63_RS23350			LI62_RS00995	LI63_RS23350	LI64_RS00660	LI65_RS01710	LI66_RS00580		SR75_RS13770	SR76_RS16965	SR68_RS09470	SR69_RS10460
198	membrane protein	E00002	LI63_RS23345			LI62_RS01000	LI63_RS23345	LI64_RS00665	LI65_RS01705	LI66_RS00585		SR75_RS13765	SR76_RS16960	SR68_RS09465	SR69_RS10455
199	polysaccharide export protein Wza	E00002	LI63_RS23340			LI62_RS01005	LI63_RS23340	LI64_RS00670	LI65_RS01700	LI66_RS00590		SR75_RS13760	SR76_RS16955	SR68_RS09460	SR69_RS10450
200	Protein-tyrosine-phosphatase	E00001	LI62_RS01010			LI62_RS01010	LI63_RS23335	LI64_RS00675	LI65_RS01695	LI66_RS00595		SR75_RS13755	SR76_RS16950	SR68_RS09455	SR69_RS10445
201	protein-tyrosine kinase	E00002	LI63_RS23330			LI62_RS01015	LI63_RS23330	LI64_RS00680	LI65_RS01690	LI66_RS00600		SR75_RS13750	SR76_RS16945	SR68_RS09450	SR69_RS10440
202	putative membrane protein	E00001	LI62_RS01020			LI62_RS01020	LI63_RS23325	LI64_RS00685	LI65_RS01685	LI66_RS00605	SR65_RS06225	SR75_RS13745	SR76_RS16940	SR68_RS09445	SR69_RS10435
203	hypothetical protein	E00001	LI62_RS01025			LI62_RS01025	LI63_RS23320	LI64_RS00690	LI65_RS01680	LI66_RS00610	SR65_RS06230	SR75_RS13740	SR76_RS16935	SR68_RS09440	SR69_RS10430
204	ribonuclease PH	E00001	LI62_RS01030			LI62_RS01030	LI63_RS23315	LI64_RS00695	LI65_RS01675	LI66_RS00615	SR65_RS06235	SR75_RS13735	SR76_RS16930	SR68_RS09435	SR69_RS10425
205	orotate phosphoribosyltransferase	E00002	LI63_RS23310			LI62_RS01035	LI63_RS23310	LI64_RS00700	LI65_RS01670	LI66_RS00620	SR65_RS06240	SR75_RS13730	SR76_RS16925	SR68_RS09430	SR69_RS10420
206	division inhibitor protein	E00001	LI62_RS01040			LI62_RS01040	LI63_RS23305	LI64_RS00705	LI65_RS01665	LI66_RS00625	SR65_RS06245	SR75_RS13725	SR76_RS16920	SR68_RS09425	SR69_RS10415
207	deoxyuridine 5'-triphosphate nucleotidohydrolase	E00001	LI62_RS01045			LI62_RS01045	LI63_RS23300	LI64_RS00710	LI65_RS01660	LI66_RS00630	SR65_RS06250	SR75_RS13720	SR76_RS16915	SR68_RS09420	SR69_RS10410
208	coenzyme A biosynthesis CoaBC	E00001	LI62_RS01050			LI62_RS01050	LI63_RS23295	LI64_RS00715	LI65_RS01655	LI66_RS00635	SR65_RS06255	SR75_RS13715	SR76_RS16910	SR68_RS09415	SR69_RS10405
209	hypothetical protein	E00001	LI62_RS01055			LI62_RS01055	LI63_RS23290	LI64_RS00720	LI65_RS01650	LI66_RS00640	SR65_RS06260	SR75_RS13710	SR76_RS16905	SR68_RS09410	SR69_RS10400
210	50S ribosomal protein L28	E00001	LI62_RS01060			LI62_RS01060	LI63_RS23285	LI64_RS00725	LI65_RS01645	LI66_RS00645	SR65_RS06265	SR75_RS13705	SR76_RS16900	SR68_RS09405	SR69_RS10395
211	50S ribosomal protein L33	E00001	LI62_RS01065			LI62_RS01065	LI63_RS23280	LI64_RS00730	LI65_RS01640	LI66_RS00650	SR65_RS06270	SR75_RS13700	SR76_RS16895	SR68_RS09400	SR69_RS10390
212	5-hydroxymethyluracil DNA glycosylase	E00001	LI62_RS01070			LI62_RS01070	LI63_RS23275	LI64_RS00735	LI65_RS01635	LI66_RS00655	SR65_RS06275	SR75_RS13695	SR76_RS16890	SR68_RS09395	SR69_RS10385
213	Phosphopantetheine adenylyltransferase	E00001	LI62_RS01075			LI62_RS01075	LI63_RS23270	LI64_RS00740	LI65_RS01630	LI66_RS00660	SR65_RS06280	SR75_RS13690	SR76_RS16885	SR68_RS09390	SR69_RS10380
214	lipopolysaccharide biosynthesis protein	E00002	LI63_RS23265			LI62_RS01080	LI63_RS23265	LI64_RS00745	LI65_RS01625	LI66_RS00665	SR65_RS06285	SR75_RS13685	SR76_RS16880	SR68_RS09385	SR69_RS10375
215	3-deoxy-D-manno-octulosonic acid transferase	E00001	LI62_RS01085			LI62_RS01085	LI63_RS23260	LI64_RS00750	LI65_RS01620	LI66_RS00670	SR65_RS06290	SR75_RS13680	SR76_RS16875	SR68_RS09380	SR69_RS10370
216	glycosyl transferase	E00005	LI66_RS00675			LI62_RS01090	LI63_RS23255	LI64_RS00755	LI65_RS01615	LI66_RS00675	SR65_RS06305	SR75_RS13675	SR76_RS16870	SR68_RS09375	SR69_RS10365
217	lipopolysaccharide glycosyltransferase	E00002	LI63_RS23250			LI62_RS01095	LI63_RS23250	LI64_RS00760	LI65_RS01610	LI66_RS00680		SR75_RS13670	SR76_RS16865	SR68_RS09370	SR69_RS10360
218	glycosyltransferase family 1 protein	E00002	LI63_RS23245			LI62_RS01100	LI63_RS23245	LI64_RS00765	LI65_RS01605	LI66_RS00685		SR75_RS13665	SR76_RS16860	SR68_RS09365	SR69_RS10355
219	glycosyl transferase family 9	E00002	LI63_RS23240			LI62_RS01105	LI63_RS23240	LI64_RS00770	LI65_RS01600	LI66_RS00690		SR75_RS13660	SR76_RS16855	SR68_RS09360	SR69_RS10350
220	deacetylase	E00002	LI63_RS23235			LI62_RS01110	LI63_RS23235	LI64_RS00775	LI65_RS01595	LI66_RS00695		SR75_RS13655	SR76_RS16850	SR68_RS09355	SR69_RS10345
221	ligase	E00002	LI63_RS23230			LI62_RS01115	LI63_RS23230	LI64_RS00780	LI65_RS01590	LI66_RS00700		SR75_RS13650	SR76_RS16845	SR68_RS09350	SR69_RS10340
222	glycosyl transferase family 2	E00002	LI63_RS23225			LI62_RS01120	LI63_RS23225	LI64_RS00785	LI65_RS01585	LI66_RS00705		SR75_RS13645	SR76_RS16840	SR68_RS09345	SR69_RS10335
223	glycosyl transferase	E00005	LI66_RS00710			LI62_RS01125	LI63_RS23220	LI64_RS00790	LI65_RS01580	LI66_RS00710		SR75_RS13640	SR76_RS16835	SR68_RS09340	SR69_RS10330
224	ADP-heptose--LPS heptosyltransferase	E00002	LI63_RS23215			LI62_RS01130	LI63_RS23215	LI64_RS00795	LI65_RS01575	LI66_RS00715	SR65_RS06330	SR75_RS13635	SR76_RS16830	SR68_RS09335	SR69_RS10325
225	ADP-heptose:LPS heptosyl transferase	E00002	LI63_RS23210			LI62_RS01135	LI63_RS23210	LI64_RS00800	LI65_RS01570	LI66_RS00720	SR65_RS06335	SR75_RS13630	SR76_RS16825	SR68_RS09330	SR69_RS10320
226	ADP-L-glycero-D-mannoheptose-6-epimerase	E00001	LI62_RS01140			LI62_RS01140	LI63_RS23205	LI64_RS00805	LI65_RS01565	LI66_RS00725	SR65_RS06340	SR75_RS13625	SR76_RS16820	SR68_RS09325	SR69_RS10315
227	2-amino-3-ketobutyrate coenzyme A ligase	E00005	LI66_RS00730			LI62_RS01145	LI63_RS23200	LI64_RS00810	LI65_RS01560	LI66_RS00730	SR65_RS06345	SR75_RS13620	SR76_RS16815	SR68_RS09320	SR69_RS10310
228	l-threonine 3-dehydrogenase	E00001	LI62_RS01150			LI62_RS01150	LI63_RS23195	LI64_RS00815	LI65_RS01555	LI66_RS00735	SR65_RS06350	SR75_RS13615	SR76_RS16810	SR68_RS09315	SR69_RS10305
229	hypothetical protein	E00004	LI65_RS01550			LI62_RS01155	LI63_RS23190	LI64_RS00820	LI65_RS01550	LI66_RS00740		SR75_RS13610	SR76_RS16805	SR68_RS09310	SR69_RS10300
230	glycosyl transferase family 1	E00002	LI63_RS23185			LI62_RS01160	LI63_RS23185	LI64_RS00825	LI65_RS01545	LI66_RS00745		SR75_RS13605	SR76_RS16800	SR68_RS09305	SR69_RS10295
231	hypothetical protein	E00002	LI63_RS23180			LI62_RS01165	LI63_RS23180		LI65_RS01540	LI66_RS00750	SR65_RS06355	SR75_RS13600	SR76_RS16795	SR68_RS09300	SR69_RS10290
232	hypothetical protein	E00002	LI63_RS23175			LI62_RS01170	LI63_RS23175	LI64_RS00830	LI65_RS01535	LI66_RS00755	SR65_RS06360	SR75_RS13595	SR76_RS16790	SR68_RS09295	SR69_RS10285
233	peptidase M37	E00001	LI62_RS01175			LI62_RS01175	LI63_RS23170	LI64_RS00835	LI65_RS01530	LI66_RS00760	SR65_RS06365	SR75_RS13590	SR76_RS16785	SR68_RS09290	SR69_RS10280
234	"2,3-bisphosphoglycerate-independent phosphoglycerate mutase"	E00005	LI66_RS00765			LI62_RS01180	LI63_RS23165	LI64_RS00840	LI65_RS01525	LI66_RS00765	SR65_RS06370	SR75_RS13585	SR76_RS16780	SR68_RS09285	SR69_RS10275
235	hypothetical protein	E00002	LI63_RS23160			LI62_RS01185	LI63_RS23160	LI64_RS00845	LI65_RS01520	LI66_RS00770	SR65_RS06375	SR75_RS13580	SR76_RS16775	SR68_RS09280	SR69_RS10270
236	glutaredoxin	E00001	LI62_RS01190			LI62_RS01190	LI63_RS23155	LI64_RS00850	LI65_RS01515	LI66_RS00775	SR65_RS06380	SR75_RS13575	SR76_RS16770	SR68_RS09275	SR69_RS10265
237	preprotein translocase subunit SecB	E00002	LI63_RS23150			LI62_RS01195	LI63_RS23150	LI64_RS00855	LI65_RS01510	LI66_RS00780	SR65_RS06385	SR75_RS13570	SR76_RS16765	SR68_RS09270	SR69_RS10260
238	NAD(P)H-dependent glycerol-3-phosphate dehydrogenase	E00001	LI62_RS01200			LI62_RS01200	LI63_RS23145	LI64_RS00860	LI65_RS01505	LI66_RS00785	SR65_RS06390	SR75_RS13565	SR76_RS16760	SR68_RS09265	SR69_RS10255
239	serine acetyltransferase	E00001	LI62_RS01205			LI62_RS01205	LI63_RS23140	LI64_RS00865	LI65_RS01500	LI66_RS00790	SR65_RS06395	SR75_RS13560	SR76_RS16755	SR68_RS09260	SR69_RS10250
240	peptidyl-prolyl cis-trans isomerase	E00001	LI62_RS01210			LI62_RS01210	LI63_RS23135	LI64_RS00870	LI65_RS01495	LI66_RS00795	SR65_RS16985	SR75_RS13555	SR76_RS16750	SR68_RS09255	SR69_RS10245
241	ATP-dependent DNA helicase Rep	E00002	LI63_RS23130			LI62_RS01215	LI63_RS23130	LI64_RS00875	LI65_RS01490	LI66_RS00800	SR65_RS16980	SR75_RS13550	SR76_RS16745	SR68_RS09250	SR69_RS10240
242	guanosine pentaphosphate phosphohydrolase	E00002	LI63_RS23125			LI62_RS01220	LI63_RS23125	LI64_RS00880	LI65_RS01485	LI66_RS00805	SR65_RS16975	SR75_RS13545	SR76_RS16740	SR68_RS09245	SR69_RS10235
243	RNA helicase	E00002	LI63_RS23120			LI62_RS01225	LI63_RS23120	LI64_RS00885	LI65_RS01480	LI66_RS00810	SR65_RS16970	SR75_RS13540	SR76_RS16735	SR68_RS09240	SR69_RS10230
244	thioredoxin	E00001	LI62_RS01230			LI62_RS01230	LI63_RS23115	LI64_RS00890	LI65_RS01475	LI66_RS00815	SR65_RS16965	SR75_RS13535	SR76_RS16730	SR68_RS09235	SR69_RS10225
245	transcription termination factor Rho	E00001	LI62_RS01235			LI62_RS01235	LI63_RS23110	LI64_RS00895	LI65_RS01470	LI66_RS00820	SR65_RS16960	SR75_RS13530	SR76_RS16725	SR68_RS09230	SR69_RS10220
246	UDP-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase	E00001	LI62_RS01240			LI62_RS01240	LI63_RS23105	LI64_RS00900	LI65_RS01465	LI66_RS00825	SR65_RS16955	SR75_RS13525	SR76_RS16720	SR68_RS09225	SR69_RS10215
247	lipopolysaccharide biosynthesis protein WzzE	E00001	LI62_RS01245			LI62_RS01245	LI63_RS23100	LI64_RS00905	LI65_RS01460	LI66_RS00830	SR65_RS16950	SR75_RS13520	SR76_RS16715	SR68_RS09220	SR69_RS10210
248	UDP-N-acetylglucosamine 2-epimerase	E00004	LI65_RS01455			LI62_RS01250	LI63_RS23095	LI64_RS00910	LI65_RS01455	LI66_RS00835	SR65_RS16945	SR75_RS13515	SR76_RS16710	SR68_RS09215	SR69_RS10205
249	UDP-N-acetyl-D-mannosamine dehydrogenase	E00004	LI65_RS01450			LI62_RS01255	LI63_RS23090	LI64_RS00915	LI65_RS01450	LI66_RS00840	SR65_RS16940	SR75_RS13510	SR76_RS16705	SR68_RS09210	SR69_RS10200
250	TDP-D-fucosamine acetyltransferase	E00005	LI66_RS00845			LI62_RS01260	LI63_RS23085	LI64_RS00920	LI65_RS01445	LI66_RS00845	SR65_RS16935	SR75_RS13505	SR76_RS16700	SR68_RS09205	SR69_RS10195
251	TDP-4-oxo-6-deoxy-D-glucose aminotransferase	E00002	LI63_RS23080			LI62_RS01265	LI63_RS23080	LI64_RS00925	LI65_RS01440	LI66_RS00850	SR65_RS16930	SR75_RS13500	SR76_RS16695	SR68_RS09200	SR69_RS10190
252	translocase	E00005	LI66_RS00855			LI62_RS01270	LI63_RS23075	LI64_RS00930	LI65_RS01435	LI66_RS00855	SR65_RS16925	SR75_RS13495	SR76_RS16690	SR68_RS09195	SR69_RS10185
253	4-alpha-L-fucosyltransferase	E00001	LI62_RS01275			LI62_RS01275	LI63_RS23070	LI64_RS00935	LI65_RS01430	LI66_RS00860	SR65_RS16920	SR75_RS13490	SR76_RS16685	SR68_RS09190	SR69_RS10180
254	common antigen polymerase	E00002	LI63_RS23065			LI62_RS01280	LI63_RS23065	LI64_RS00940	LI65_RS01425	LI66_RS00865	SR65_RS16915	SR75_RS13485	SR76_RS16680	SR68_RS09185	SR69_RS10175
255	UDP-N-acetyl-D-mannosaminuronic acid transferase	E00002	LI63_RS23060			LI62_RS01285	LI63_RS23060	LI64_RS00945	LI65_RS01420	LI66_RS00870	SR65_RS16910	SR75_RS13480	SR76_RS16675	SR68_RS09180	SR69_RS10170
256	permease	E00001	LI62_RS01290			LI62_RS01290	LI63_RS23055	LI64_RS00950	LI65_RS01415	LI66_RS00875	SR65_RS16905	SR75_RS13475	SR76_RS16670	SR68_RS09175	SR69_RS10165
257	protoheme IX biogenesis protein	E00001	LI62_RS01315			LI62_RS01315	LI63_RS23025	LI64_RS00975	LI65_RS01390	LI66_RS00905	SR65_RS16875	SR75_RS13445	SR76_RS16645	SR68_RS09145	SR69_RS10135
258	putative enzyme of heme biosynthesis	E00004	LI65_RS01385			LI62_RS01320	LI63_RS23020	LI64_RS00980	LI65_RS01385	LI66_RS00910	SR65_RS16870	SR75_RS13440	SR76_RS16640	SR68_RS09140	SR69_RS10130
259	uroporphyrinogen-III synthase	E00002	LI63_RS23015			LI62_RS01325	LI63_RS23015	LI64_RS00985	LI65_RS01380	LI66_RS00915	SR65_RS16865	SR75_RS13435	SR76_RS16635	SR68_RS09135	SR69_RS10125
260	porphobilinogen deaminase	E00002	LI63_RS23010			LI62_RS01330	LI63_RS23010	LI64_RS00990	LI65_RS01375	LI66_RS00920	SR65_RS16860	SR75_RS13430	SR76_RS16630	SR68_RS09130	SR69_RS10120
261	adenylate cyclase	E00002	LI63_RS23005			LI62_RS01335	LI63_RS23005	LI64_RS00995	LI65_RS01370	LI66_RS00925	SR65_RS16855	SR75_RS13425	SR76_RS16625	SR68_RS09125	SR69_RS10115
262	frataxin	E00002	LI63_RS23000			LI62_RS01340	LI63_RS23000	LI64_RS01000	LI65_RS01365	LI66_RS00930	SR65_RS16850	SR75_RS13420	SR76_RS16620	SR68_RS09120	SR69_RS10110
263	membrane protein	E00001	LI62_RS01345			LI62_RS01345	LI63_RS22995	LI64_RS01005	LI65_RS01360	LI66_RS00935	SR65_RS16845	SR75_RS13415	SR76_RS16615	SR68_RS09115	SR69_RS10105
264	diaminopimelate epimerase	E00002	LI63_RS22990			LI62_RS01350	LI63_RS22990	LI64_RS01010	LI65_RS01355	LI66_RS00940	SR65_RS16840	SR75_RS13410	SR76_RS16610	SR68_RS09110	SR69_RS10100
265	hypothetical protein	E00002	LI63_RS22985			LI62_RS01355	LI63_RS22985	LI64_RS01015	LI65_RS01350	LI66_RS00945	SR65_RS16835	SR75_RS13405	SR76_RS16605	SR68_RS09105	SR69_RS10095
266	tyrosine recombinase xerC	E00002	LI63_RS22980			LI62_RS01360	LI63_RS22980	LI64_RS01020	LI65_RS01345	LI66_RS00950	SR65_RS16830	SR75_RS13400	SR76_RS16600	SR68_RS09100	SR69_RS10090
267	flavin mononucleotide phosphatase	E00002	LI63_RS22975			LI62_RS01365	LI63_RS22975	LI64_RS01025	LI65_RS01340	LI66_RS00955	SR65_RS16825	SR75_RS13395	SR76_RS16595	SR68_RS09095	SR69_RS10085
268	DNA-dependent helicase	E00001	LI62_RS01370			LI62_RS01370	LI63_RS22970	LI64_RS01030	LI65_RS01335	LI66_RS00960	SR65_RS16820	SR75_RS13390	SR76_RS16590	SR68_RS09090	SR69_RS10080
269	magnesium transporter CorA	E00002	LI63_RS22965			LI62_RS01375	LI63_RS22965	LI64_RS01035	LI65_RS01330	LI66_RS00965	SR65_RS16815	SR75_RS13385	SR76_RS16585	SR68_RS09085	SR69_RS10075
270	chloramphenical resistance permease RarD	E00001	LI62_RS01380			LI62_RS01380	LI63_RS22960	LI64_RS01040	LI65_RS01325	LI66_RS00970	SR65_RS16810	SR75_RS13380	SR76_RS16580	SR68_RS09080	SR69_RS10070
271	hypothetical protein	E00001	LI62_RS01385			LI62_RS01385	LI63_RS22955	LI64_RS01045	LI65_RS01320	LI66_RS00975	SR65_RS16805	SR75_RS13375	SR76_RS16575	SR68_RS09075	SR69_RS10065
272	phospholipase A	E00002	LI63_RS22950			LI62_RS01390	LI63_RS22950	LI64_RS01050	LI65_RS01315	LI66_RS00980	SR65_RS16800	SR75_RS13370	SR76_RS16570	SR68_RS09070	SR69_RS10060
273	ATP-dependent DNA helicase RecQ	E00002	LI63_RS22945			LI62_RS01395	LI63_RS22945	LI64_RS01055	LI65_RS01310	LI66_RS00985	SR65_RS16795	SR75_RS13365	SR76_RS16565	SR68_RS09065	SR69_RS10055
274	threonine transporter RhtB	E00001	LI62_RS01400			LI62_RS01400	LI63_RS22940	LI64_RS01060	LI65_RS01305	LI66_RS00990	SR65_RS16790	SR75_RS13360	SR76_RS16560	SR68_RS09060	SR69_RS10050
275	threonine transporter RhtB	E00003	LI64_RS01065			LI62_RS01405	LI63_RS22935	LI64_RS01065	LI65_RS01300	LI66_RS00995	SR65_RS16785	SR75_RS13355	SR76_RS16555	SR68_RS09055	SR69_RS10045
276	Lysophospholipase	E00001	LI62_RS01410			LI62_RS01410	LI63_RS22930	LI64_RS01070	LI65_RS01295	LI66_RS01000	SR65_RS16780	SR75_RS13350	SR76_RS16550	SR68_RS09050	SR69_RS10040
277	sugar phosphatase	E00002	LI63_RS22925			LI62_RS01415	LI63_RS22925	LI64_RS01075	LI65_RS01290	LI66_RS01005	SR65_RS16775	SR75_RS13345	SR76_RS16545	SR68_RS09045	SR69_RS10035
278	membrane protein	E00002	LI63_RS22920			LI62_RS01420	LI63_RS22920	LI64_RS01080	LI65_RS01285	LI66_RS01010	SR65_RS16770	SR75_RS13340	SR76_RS16540	SR68_RS09040	SR69_RS10030
279	transcriptional regulator	E00001	LI62_RS01425			LI62_RS01425	LI63_RS22915	LI64_RS01085	LI65_RS01280	LI66_RS01015	SR65_RS16765	SR75_RS13335	SR76_RS16535	SR68_RS09035	SR69_RS10025
280	5-methyltetrahydropteroyltriglutamate- homocysteine methyltransferase	E00005	LI66_RS01020			LI62_RS01430	LI63_RS22910	LI64_RS01090	LI65_RS01275	LI66_RS01020	SR65_RS16760	SR75_RS13330	SR76_RS16530	SR68_RS09030	SR69_RS10020
281	carboxymethylenebutenolidase	E00001	LI62_RS01435			LI62_RS01435	LI63_RS22905	LI64_RS01135	LI65_RS01270	LI66_RS01025	SR65_RS16755	SR75_RS13325	SR76_RS16525	SR68_RS09025	SR69_RS10015
282	uridine phosphorylase	E00001	LI62_RS01440			LI62_RS01440	LI63_RS22900	LI64_RS01140	LI65_RS01265	LI66_RS01030	SR65_RS16750	SR75_RS13320	SR76_RS16520	SR68_RS09020	SR69_RS10010
283	DNA recombination protein RmuC	E00001	LI62_RS01445			LI62_RS01445	LI63_RS22895	LI64_RS01145	LI65_RS01260	LI66_RS01035	SR65_RS16745	SR75_RS13315	SR76_RS16515	SR68_RS09015	SR69_RS10005
284	ubiquinone/menaquinone biosynthesis methyltransferase	E00001	LI62_RS01450			LI62_RS01450	LI63_RS22890	LI64_RS01150	LI65_RS01255	LI66_RS01040	SR65_RS16740	SR75_RS13310	SR76_RS16510	SR68_RS09010	SR69_RS10000
285	membrane protein	E00002	LI63_RS22885			LI62_RS01455	LI63_RS22885	LI64_RS01155	LI65_RS01250	LI66_RS01045	SR65_RS16735	SR75_RS13305	SR76_RS16505	SR68_RS09005	SR69_RS09995
286	2-polyprenylphenol 6-hydroxylase	E00002	LI63_RS22880			LI62_RS01460	LI63_RS22880	LI64_RS01160	LI65_RS01245	LI66_RS01050	SR65_RS16730	SR75_RS13300	SR76_RS16500	SR68_RS09000	SR69_RS09990
287	preprotein translocase subunit TatA	E00001	LI62_RS01465			LI62_RS01465	LI63_RS22875	LI64_RS01165	LI65_RS01240	LI66_RS01055	SR65_RS16725	SR75_RS13295	SR76_RS16495	SR68_RS08995	SR69_RS09985
288	translocase	E00001	LI62_RS01470			LI62_RS01470	LI63_RS22870	LI64_RS01170	LI65_RS01235	LI66_RS01060	SR65_RS16720	SR75_RS13290	SR76_RS16490	SR68_RS08990	SR69_RS09980
289	Sec-independent protein translocase TatC	E00001	LI62_RS01475			LI62_RS01475	LI63_RS22865	LI64_RS01175	LI65_RS01230	LI66_RS01065	SR65_RS16715	SR75_RS13285	SR76_RS16485	SR68_RS08985	SR69_RS09975
290	DNase TatD	E00004	LI65_RS01225			LI62_RS01480	LI63_RS22860	LI64_RS01180	LI65_RS01225	LI66_RS01070	SR65_RS16710	SR75_RS13280	SR76_RS16480	SR68_RS08980	SR69_RS09970
291	transcriptional regulator	E00001	LI62_RS01485			LI62_RS01485	LI63_RS22855	LI64_RS01185	LI65_RS01220	LI66_RS01075	SR65_RS16705	SR75_RS13275	SR76_RS16475	SR68_RS08975	SR69_RS09965
292	3-octaprenyl-4-hydroxybenzoate carboxy-lyase	E00005	LI66_RS01080			LI62_RS01490	LI63_RS22850	LI64_RS01190	LI65_RS01215	LI66_RS01080	SR65_RS16700	SR75_RS13270	SR76_RS16470	SR68_RS08970	SR69_RS09960
